123 211 2977
121 236 2797
264 0 1678
693 12 191
676 0 184
711 12 211
775 0 447
782 0 412
776 0 445
780 0 534
777 0 442
773 0 447
749 0 460
758 0 458
777 0 458
769 0 451
780 0 469
768 0 483
780 0 405
774 0 455
768 0 438
767 0 435
772 0 450
777 0 453
771 0 407
767 0 445
761 0 443
768 0 384
764 0 422
774 0 465
771 0 483
777 0 417
775 0 486
768 0 467
777 0 464
778 0 476
764 0 444
760 0 461
773 0 388
775 0 440
771 0 444
778 0 434
767 0 411
763 0 406
779 0 430
780 0 478
782 0 453
751 0 461
770 0 415
772 0 420
