154 572 209
154 632 169
348 13 104
235 398 1
535 18 60
479 70 1
797 91 122
814 97 128
785 90 120
788 88 127
775 84 141
777 91 126
799 91 108
798 95 108
806 91 122
794 102 121
806 90 108
816 92 131
809 75 136
824 105 158
795 90 111
776 100 134
815 103 129
848 124 170
797 101 135
821 106 126
797 98 110
799 106 140
802 97 140
828 97 155
790 103 127
824 109 129
831 93 132
814 93 122
776 85 120
777 85 121
794 97 122
793 87 121
796 94 113
795 88 127
811 91 123
790 89 118
797 108 144
813 108 103
796 91 126
772 93 114
811 91 133
784 97 151
782 86 131
811 105 118
