199 147 2983
169 261 2749
322 0 1746
699 104 353
771 0 324
734 69 364
781 0 669
784 0 682
773 0 627
782 0 655
792 0 688
789 0 626
782 0 650
775 0 688
774 0 695
769 0 695
773 0 674
775 0 646
785 0 664
777 0 692
783 0 610
778 0 680
770 0 697
788 0 636
783 0 668
771 0 661
771 0 695
788 0 748
767 0 619
782 0 624
789 0 649
780 0 686
782 0 701
777 0 652
795 0 632
794 0 661
781 0 631
779 0 637
777 0 680
774 0 651
766 0 618
786 0 688
784 0 653
777 0 680
785 0 729
779 0 670
783 0 674
766 0 626
791 0 640
786 0 652
