68 210 1443
66 260 1385
186 9 609
330 110 25
340 6 71
404 82 25
436 27 167
423 22 136
442 20 150
427 25 153
436 15 173
426 25 137
437 18 142
426 20 159
443 21 152
430 25 149
430 24 170
422 17 177
435 21 144
429 20 162
424 25 126
429 27 147
435 23 122
445 19 181
417 23 152
432 18 178
434 21 142
434 23 150
432 23 155
448 18 165
431 18 163
441 22 123
447 22 182
428 24 164
436 25 149
443 25 136
441 26 180
435 22 210
441 22 181
431 22 157
445 22 162
430 29 130
440 22 150
432 23 159
441 19 145
431 26 155
433 19 153
433 21 157
422 21 155
426 26 156
